ID	B_IN	B_Mem	Plasma	CD4_ET	CD4_NC	CD4_SOX4	CD8_ET	CD8_NC	CD8_S100B	DC1	Mono_C	Mono_NC	NK	NK_R
ENSGEXAMPLE117-rs000117	0.094114566	-0.084504861	0.266726789	-0.0325681404	-0.2006751785	-0.164301811	0.0683873464	0.051271787	-0.0383585145	0.3565696488	-0.1061841795	0.00694692	0.0152047476	-0.105651437
ENSGEXAMPLE118-rs000118	-0.002908784	0.3071830443	-0.232027662	-0.1115803102	0.1354332859	-0.2031983374	0.0671342891	0.83939126	-0.1773439488	-0.2641454282	-0.0555464916	-0.1029130126	0.0301187043	-0.2667827271
ENSGEXAMPLE119-rs000119	0.229082353	-0.1597187197	-0.145950826	-0.0884636341	0.2199198788	0.1703367094	0.0222057061	0.281282711	-0.4352673586	-0.3181649561	-0.1808044579	-0.0090380366	-0.0847132842	-0.0532886413
ENSGEXAMPLE120-rs000120	0.122551767	-0.1276625741	0.01829748	0.0066674988	-0.383776492	0.4870090948	0.0410146545	-0.156280865	0.3924580202	-0.3682452958	-0.0480491968	0.0675700586	-0.0959260335	0.018356178
ENSGEXAMPLE121-rs000121	0.061150168	0.4386481798	0.09902877	-0.402773661	-0.1434783653	-0.019100086	0.2279461522	0.316609404	0.0250652157	0.0035489795	0.1550224714	0.1519535334	0.1216915454	-0.0860193414
ENSGEXAMPLE122-rs000122	0.067465524	-0.2926107512	0.277848427	0.4152660893	0.2248799123	0.030390585	-0.0141489125	0.5623009	0.0610380457	-0.1077198269	-0.2436246078	0.0993501424	-0.0536952651	-0.0050064931
ENSGEXAMPLE123-rs000123	0.344986726	0.1213920654	0.168834245	0.036434311	0.1171037058	-0.2016286353	-0.0633272122	-0.186309747	-0.0301297895	0.1465583093	-0.5586131536	0.048140595	0.1326074221	0.0340218644
ENSGEXAMPLE124-rs000124	-0.130834843	-0.0584200504	-0.448037218	0.2408055171	0.1543141115	0.0111701188	0.4529829248	0.154896377	-0.0519691622	0.0642196905	-0.355393756	-0.1661496763	-0.0875610231	-0.7651745401
ENSGEXAMPLE125-rs000125	0.092494515	0.1234494655	0.035487247	0.1557896498	-0.2049214943	0.3937213492	0.3030609365	-0.217277467	0.190235191	0.0830155279	-0.07784939	0.0886382621	0.6254387809	0.3679085871
ENSGEXAMPLE126-rs000126	0.312210669	0.4870695956	0.056268418	-0.1020598438	-0.1704910225	-0.2532741938	-0.1591132069	-0.066308294	0.3435975702	0.4303089917	0.0899882629	0.2487756302	-0.0497760689	0.0371642817
ENSGEXAMPLE127-rs000127	-0.153762711	-0.0517986648	0.292279194	0.0647749474	0.0736098385	-0.1123366566	0.4048388057	-0.279768789	0.0015613196	-0.1521517497	-0.123302594	0.075021363	0.1199485386	0.0162607093
ENSGEXAMPLE128-rs000128	0.019878095	0.0139442587	0.075369974	0.0121323755	0.4129165029	0.3442284503	0.0948498621	-0.022518784	0.2771422484	0.3452566681	-0.0916817889	0.1674620807	-0.2015230007	0.0122377502
ENSGEXAMPLE129-rs000129	-0.199947261	-0.2389996762	-0.205042602	-0.2426176005	-0.2990408147	-0.3752658438	-0.1910334047	0.048063017	-0.1107252112	-0.0502335705	0.1867017305	-0.1844314569	0.0832420936	-0.3043704345
ENSGEXAMPLE130-rs000130	-0.154417273	-0.0182631405	-0.063619445	-0.3523947683	0.4229267283	-0.0315312058	-0.4331020623	-0.165633476	-0.231027103	-0.2100430822	-0.2150593702	0.0287977751	-0.2285099464	0.2312107899
ENSGEXAMPLE131-rs000131	0.340771276	-0.0893743237	0.169121021	-0.0768547808	0.1859879725	0.0873807421	0.186794991	-0.025809849	-0.1558292512	-0.0905017183	0.0478477335	0.1318944581	0.1980055347	0.1936578139
ENSGEXAMPLE132-rs000132	-0.187689399	0.1461492078	-0.018799634	-0.0329582555	0.0301018571	0.2310052224	0.1830775415	0.014938534	-0.2408921181	0.2535524908	0.2773353267	0.1406185411	0.3192918368	-0.1821520059
ENSGEXAMPLE133-rs000133	0.183798181	0.0431415337	-0.164842231	-0.5160731753	-0.5125606439	0.0478575885	0.0950389946	-0.28117496	0.2543749306	-0.2468969293	-0.0639803238	0.2475701742	0.4801959908	0.1302079652
ENSGEXAMPLE134-rs000134	0.176062182	-0.0489465293	-0.324630705	-0.2674965456	-0.0777480124	0.4801718431	-0.0560918297	0.017466454	0.0278876741	0.0475973277	0.0597495166	0.1463597515	-0.0698610623	0.0548804537
ENSGEXAMPLE135-rs000135	0.092439622	-0.0202975187	0.40903177	0.060853853	0.3225531364	-0.2699651148	0.4668371497	-0.019583621	-0.1652824209	0.2878346785	0.1512558018	-0.1262241588	-0.0303381961	0.1896471254
ENSGEXAMPLE136-rs000136	-0.007009018	-0.119507609	0.122235723	-0.2406304958	0.0277845724	0.3860696312	-0.1095326108	0.083559203	-0.1884010218	-0.2169803593	0.5928075208	0.2159993775	0.099738289	-0.0503564181
ENSGEXAMPLE137-rs000137	-0.04080705	-0.3450272269	-0.104433876	-0.1320679294	-0.1388423196	-0.2766534955	0.2969532706	-0.15816883	-0.1715681372	-0.1098410037	-0.2896289385	-0.0248282019	0.0122667948	-0.1288656053
ENSGEXAMPLE138-rs000138	0.040011538	0.1553004895	-0.106450553	-0.2877580659	-0.2692159704	-0.153903089	-0.0126544198	0.014143299	-0.0202724437	0.1898128962	0.2181243213	0.1714406235	0.1590124229	0.18344139
ENSGEXAMPLE139-rs000139	-0.132168503	-0.4660137398	-0.156203023	0.4376633825	-0.2343765621	-0.0595028805	0.0787946692	0.02030759	0.2875421	-0.0775070215	0.0774766789	-0.0706695685	0.0574316411	-0.0860245766
ENSGEXAMPLE140-rs000140	0.264443311	0.1362529063	0.258154237	0.0853163386	0.2112734029	-0.3670353123	-0.1665144619	0.284777189	0.0235288398	0.4594315002	-0.0824135957	0.0785958623	-0.0091173842	0.053859965
ENSGEXAMPLE141-rs000141	0.180569885	-0.0168138179	-0.235789055	0.1538938383	-0.0339787875	-0.3508930698	0.0933712427	-0.181420917	-0.2023946284	0.1386800239	-0.1344916286	-0.175193431	0.1079563593	-0.0144122173
ENSGEXAMPLE142-rs000142	0.210118768	-0.0228423813	-0.041918117	-0.0192966774	0.4101106047	0.2987499345	-0.0657295295	0.020847253	-0.4614101761	0.0570817483	0.6632067796	-0.4366699449	0.2853157346	0.2123998412
ENSGEXAMPLE143-rs000143	-0.062538801	0.4468596039	0.231745245	0.4792899444	0.5477307995	-0.2310706689	-0.1222585077	0.195822387	0.1751755	0.5570289037	-0.064706381	0.309488268	-0.5008877286	-0.0447891559
ENSGEXAMPLE144-rs000144	-0.126109826	0.0330622333	-0.061979889	-0.1565743477	0.0259637775	-0.1324907638	-0.124561196	-0.178509941	-0.4990804719	0.2052459208	-0.1574784105	-0.1620681197	-0.1343021617	0.0535728554
ENSGEXAMPLE145-rs000145	-0.289771689	0.2084376757	-0.072878356	0.0617624508	-0.2430710956	-0.0968997055	-0.0725232144	0.313883055	-0.3790225597	-0.1352176211	-0.3957043401	0.3197299555	0.5836528961	-0.1122787182
ENSGEXAMPLE146-rs000146	0.074580204	-0.1509429878	0.2824878	-0.0580949882	-0.4726236306	0.0369696851	-0.2850522225	0.001036289	-0.0243981151	0.124355671	-0.0849328276	-0.1438261662	-0.2211767598	-0.2253640767
ENSGEXAMPLE147-rs000147	-0.182196878	0.2678772885	0.163987224	-0.0695157848	0.2988675131	0.4746092698	0.3243686897	0.12630801	0.0010088723	-0.3858273832	0.208346687	-0.0719275013	0.2171024835	-0.1575543087
ENSGEXAMPLE148-rs000148	0.386302386	-0.3185058743	0.085597016	0.0256652694	0.2447815962	-0.0325607597	-0.3412796022	0.083034109	-0.33832443	0.0203271136	-0.2645646198	-0.1967034837	-0.2819291198	0.1364046111
ENSGEXAMPLE149-rs000149	0.033688604	-0.1279166465	0.338549069	-0.0413373011	0.2180774811	-0.1284206831	0.1457192568	0.012132848	0.2049256847	0.3820331303	0.1293601313	-0.2897585537	0.1582572073	-0.1819595025
ENSGEXAMPLE150-rs000150	0.254145854	0.0363078756	-0.325495175	0.1452147683	-0.1319474391	-0.4197742905	0.2224878633	-0.140472209	-0.2186158141	-0.3332529913	0.1314258048	0.0683264306	0.2140012236	-0.1560768211
ENSGEXAMPLE151-rs000151	0.340332997	-0.2529788363	0.083524311	-0.2226074851	0.1951708969	-0.119121888	-0.2186671026	0.221196416	-0.302872642	0.0323786743	-0.234839122	0.3054562173	-0.0844799998	-0.3209758946
ENSGEXAMPLE152-rs000152	0.062918605	0.1593877543	0.031813624	-0.2101779652	-0.2974414724	-0.4378992978	-0.3757707531	-0.046709124	0.137389627	0.0997893994	0.0102641789	0.036035111	0.1285883094	-0.1367262677
ENSGEXAMPLE153-rs000153	-0.054715723	-0.2961823157	0.265412533	-0.0711978009	-0.145002469	0.0767024503	-0.0099426273	0.075872534	-0.190543275	0.3261163525	0.0079732019	0.3650492335	0.1651381899	-0.1101855568
ENSGEXAMPLE154-rs000154	-0.170090758	0.1211278336	-0.064544218	0.0984143543	0.4710362215	-0.3675076217	-0.2595242437	0.187099914	-0.0139458607	0.1099930666	-0.371298202	-0.3296716843	0.2936064253	0.1336719307
ENSGEXAMPLE155-rs000155	0.048228376	0.071456418	-0.159490191	-0.0112460572	-0.0949290697	-0.0442517426	-0.0711583883	-0.088129152	0.0043777742	-0.2040242313	-0.0304387101	-0.1060017483	0.0977835391	-0.2620132942
ENSGEXAMPLE156-rs000156	-0.076070579	-0.1556894544	0.395525181	-0.0096767517	0.1105866048	-0.4314073129	0.0456871889	-0.434307892	-0.0816357097	0.2935221375	0.1538649824	0.0951850627	0.1596053362	0.0661426841
ENSGEXAMPLE157-rs000157	0.021534321	0.0457286602	0.007471975	-0.6278893433	-0.1932292547	0.0612962101	0.0302996925	0.17845305	0.1313693938	-0.5108011945	0.1040552093	0.1023746764	-0.00869992	0.2834944062
ENSGEXAMPLE158-rs000158	-0.054567913	0.1387993415	-0.304861353	-0.2715513668	-0.1673926969	-0.1411467087	0.2307808545	0.049655138	-0.1516404789	0.2852353936	-0.1808331287	-0.1344917131	-0.2098618171	0.0163403793
ENSGEXAMPLE159-rs000159	0.038549847	-0.0172265618	0.321173543	-0.2844920712	-0.221678716	0.0561835273	-0.2143599548	0.088503007	0.0270806314	0.110762884	-0.0929877216	0.0860480675	-0.240349803	0.1082444405
ENSGEXAMPLE160-rs000160	-0.174982778	-0.0058926531	0.145726301	0.273358909	0.109480322	-0.1093847991	-0.1098515971	0.541804446	-0.2119465856	0.294347056	0.2020383854	-0.0418064088	0.214034464	-0.0138276684
ENSGEXAMPLE161-rs000161	0.087727678	0.1132729322	0.041026798	0.2490107915	0.0721699906	0.0566132485	-0.0679589881	-0.022900003	-0.4527847653	0.2631158785	-0.254396027	-0.1759305872	-0.0811612971	0.2417725847
ENSGEXAMPLE162-rs000162	-0.143169867	0.0715056938	-0.034788529	-0.1354998631	-0.279195243	-0.4974107941	-0.1298012717	-0.006936916	0.3685251487	-0.1474444671	-0.3090192958	-0.025522438	0.0422644773	-0.3704387065
ENSGEXAMPLE163-rs000163	0.217171807	-0.0075231234	0.014537537	-0.1352241877	-0.340899035	-0.3573194186	0.2673564144	-0.038637606	0.945438064	-0.0067534375	0.2359551945	-0.3739586911	0.0494834849	-0.2430088402
ENSGEXAMPLE164-rs000164	0.138414054	-0.1929828629	0.088931993	-0.028352319	0.0580944082	0.3058878483	0.1973214567	0.537157409	-0.0370108116	0.001637823	0.2995381103	0.1535421532	-0.2848779705	-0.2075939165
ENSGEXAMPLE165-rs000165	0.374016366	-0.1772685101	-0.277990257	-0.1959018182	0.3330749935	-0.0691775598	0.3850588449	0.137859063	0.0524547498	0.1007368931	0.2435254312	0.3172461336	-0.3922277251	0.0395483092
ENSGEXAMPLE166-rs000166	-0.293798644	0.1146254006	-0.256390946	0.1089601052	-0.1647394626	0.0073631004	-0.0487887448	0.205556327	0.2288038498	-0.1157033384	0.3674931389	-0.142698849	0.29778045	-0.2491280584
ENSGEXAMPLE167-rs000167	0.006433808	0.0110020373	0.140373215	-0.151191904	0.4081130249	-0.1682300618	-0.0329490987	-0.135122827	-0.2221012231	0.010185732	-0.7593612143	0.0864287875	0.0252291357	0.3528242181
ENSGEXAMPLE168-rs000168	-0.042508233	-0.2603677599	0.218559252	-0.0259503104	-0.2685362185	0.308264182	0.1518496909	0.124622674	0.0013536835	-0.0298936577	0.0979041881	0.1591041282	-0.2562154633	-0.0159221185
ENSGEXAMPLE169-rs000169	0.25497039	0.0035548372	-0.432102563	0.0013521565	-0.0517606818	0.1424748552	-0.1203895412	-0.114499457	-0.1316821537	0.1059781716	0.0043534581	-0.4071946839	-0.270349311	-0.1543541766
ENSGEXAMPLE170-rs000170	0.084279856	0.181328047	-0.019374382	0.0525167469	0.2388583625	-0.1871063814	-0.1750944718	-0.355744865	-0.0392303695	-0.1202528614	-0.0581976467	0.1245310835	-0.0254971316	-0.3942191262
ENSGEXAMPLE171-rs000171	0.019451747	0.0102218341	0.230993373	-0.2362203221	-0.2267653117	-0.0657072327	0.0200930131	0.150765441	0.1834561115	0.1531774669	-0.0322466471	-0.1187611685	0.2046205206	0.241036344
ENSGEXAMPLE172-rs000172	-0.070699633	0.077279259	-0.181657812	0.0577105441	-0.3130829885	-0.0102852591	0.0387957921	0.015973446	-0.0773369243	0.3037950547	-0.0844615862	-0.091437642	0.4202853335	-0.4984658282
ENSGEXAMPLE173-rs000173	0.067279892	0.0779767306	0.453158301	-0.1500225976	0.4264544627	0.0714304554	0.3622023867	-0.377658658	-0.2225472887	-0.0031745818	-0.1253000708	0.1703982139	-0.0480899204	-0.3145199618
ENSGEXAMPLE174-rs000174	-0.18625261	0.3421566049	0.372936029	0.2688266183	-0.1937275721	-0.1374415297	0.1474893555	0.285514708	-0.0328517629	-0.0952620871	-0.3071019661	-0.2231917344	-0.326187019	0.1036230664
ENSGEXAMPLE175-rs000175	0.024530484	0.2707509398	0.541859863	-0.0027265386	0.3222570942	0.1493952122	0.3235440152	0.27171734	-0.2046828001	-0.2994107555	-0.035963892	0.0559440625	0.1188062013	-0.1135826439
ENSGEXAMPLE176-rs000176	-0.023175746	0.0084495665	0.12403368	0.4298546855	0.0558236869	0.204730108	0.2310567418	0.142337633	0.4102293167	-0.1997463554	0.2768167459	0.334340445	-0.0192445237	0.0466097576
ENSGEXAMPLE177-rs000177	0.210672082	-0.313817664	0.052753645	0.3730633512	0.0861658357	0.5977580008	-0.0577155503	0.037917429	-0.1641618145	-0.2012671743	0.0772025696	-0.0095211857	-0.5066813237	-0.0135617528
ENSGEXAMPLE178-rs000178	0.067192219	0.1163075839	-0.075800072	-0.1097660338	0.331017502	0.1382975143	-0.0150255463	0.046590143	-0.2048174391	0.2474291343	0.228688777	-0.0369962064	0.1874949775	0.0182543977
ENSGEXAMPLE179-rs000179	0.021940003	0.1917670177	0.410090078	-0.0120758611	-0.1484973364	0.0006666141	-0.0987818863	0.138881125	0.3687866261	0.2200006108	-0.2328296475	-0.3119053876	0.0495044137	-0.2452980687
ENSGEXAMPLE180-rs000180	-0.003941519	-0.0113688348	-0.283042837	0.0086049389	-0.1751108254	0.0978214606	0.1376162647	0.00908237	-0.0579640294	0.3862461378	-0.2291922084	0.0409135617	-0.1487354737	0.170504348
ENSGEXAMPLE181-rs000181	-0.235770821	-0.0883468791	0.373690729	-0.1238517082	-0.2544107605	0.2984277859	-0.2296759306	-0.127630696	-0.1542687386	0.0498434343	0.1740967984	-0.0568080698	0.2599853311	-0.0734020735
ENSGEXAMPLE182-rs000182	-0.17919574	-0.1117601623	0.296428849	-0.1268682903	-0.1551566548	-0.1396930122	0.1564072222	-0.566080121	0.3039617589	-0.1132806885	0.0117063291	-0.2782230033	0.5163094684	-0.1258215226
ENSGEXAMPLE183-rs000183	0.295809853	-0.2897352799	0.099055956	-0.3063950465	-0.3444122104	0.0159373952	-0.336965003	-0.258343832	-0.0519476775	0.0548172929	-0.3830097085	-0.1020019311	-0.2351308675	-0.1404858811
ENSGEXAMPLE184-rs000184	0.119316336	0.0615502999	-0.304965391	0.157871432	0.2886686395	-0.0007918648	-0.259790549	0.082684952	-0.0081630447	-0.19521942	0.0402224246	-0.2114853823	0.1409906473	-0.0476697928
ENSGEXAMPLE185-rs000185	0.217761672	-0.235832047	-0.350366125	-0.0616998853	-0.1212073446	0.2295858157	-0.1788659133	0.016656052	0.1268011828	0.5895244002	0.2486946596	0.0949848466	-0.1783623576	0.0858218931
ENSGEXAMPLE186-rs000186	-0.344839585	0.3967312045	0.116992004	-0.0369934277	0.0507206948	-0.13514438	-0.0494202472	0.069645722	-0.1541339185	0.0074241349	0.524484088	0.2948361755	-0.3270717095	-0.0405540423
ENSGEXAMPLE187-rs000187	-0.018554269	-0.0902132203	-0.351737168	0.1979874348	0.2033683101	-0.6173663821	0.5460106006	-0.241018939	-0.1638489337	0.4347456584	-0.0918757024	-0.0378545595	-0.0761297233	-0.2429339732
ENSGEXAMPLE188-rs000188	0.172256323	-0.3827717886	-0.160459511	-0.2174455127	0.2590674326	0.0513837586	-0.1413097218	-0.030650969	-0.326452816	-0.3742577867	-0.2482126331	0.0665888156	-0.5080773331	0.17739063
ENSGEXAMPLE189-rs000189	0.338505175	-0.1575512766	-0.18862239	0.2606686112	0.3789084718	-0.1346090829	-0.1153276083	-0.034057427	0.4458825853	0.2699135188	-0.0498108889	0.107241604	-0.1988728777	0.1232534489
ENSGEXAMPLE190-rs000190	0.093373635	-0.3629034319	0.10388025	0.0358251383	-0.0609842087	0.1335864525	-0.0437179442	0.158474043	-0.1583039284	-0.1899776815	-0.3075619953	-0.0171598134	0.0863813597	0.4442251054
ENSGEXAMPLE191-rs000191	0.094023593	-0.1841021327	0.34312703	0.1716135529	0.1272609805	-0.0808913876	-0.1177874333	-0.346764264	0.06232466	0.0030704831	-0.4787154498	0.0729559747	-0.1411429116	-0.0427426496
ENSGEXAMPLE192-rs000192	-0.048110673	0.0884837208	-0.13186479	0.1337481401	0.0638648564	-0.0711944042	-0.0840500428	-0.038721296	-0.1659361289	-0.1007109451	0.2113130332	-0.1125818135	-0.3089577226	0.2350607006
ENSGEXAMPLE193-rs000193	0.017407422	0.0177014938	-0.317491711	0.4673423699	0.2354747332	0.2167544875	-0.2257399564	-0.143060266	0.2335674847	0.2686127101	0.1307299654	-0.2524375358	-0.3633059175	-0.1787830857
ENSGEXAMPLE194-rs000194	-0.125426087	0.4591474684	-0.214810879	0.2907878217	-0.1672737164	-0.0797388947	-0.0243783158	0.032265515	-0.1484453967	-0.0088298994	0.1050397655	0.4229483261	-0.1341705449	-0.0074843983
ENSGEXAMPLE195-rs000195	-0.04686472	-0.1373168986	-0.219720309	-0.2993551675	-0.0493599684	-0.0165823595	-0.1562795131	-0.200182686	-0.1116151734	-0.1505230302	-0.1355273337	-0.020546761	-0.3471123746	-0.0568535699
ENSGEXAMPLE196-rs000196	-0.102848809	0.1778846867	0.296888478	-0.0470540358	0.2040153827	0.5922153576	0.5782830633	-0.001647297	0.4078428497	0.3519883605	0.1667331704	-0.096031785	-0.0989779726	0.1757523045
ENSGEXAMPLE197-rs000197	-0.231407001	-0.00654399	0.189850916	-0.360559966	0.4251398935	0.0730400637	-0.267383171	-0.172372869	0.1355435945	0.0810393088	-0.0163135637	-0.3288973056	-0.0378481137	0.091166314
ENSGEXAMPLE198-rs000198	0.193452896	-0.4366805436	-0.096372781	-0.0492324794	-0.4096356415	-0.1532978258	-0.3333623625	0.126012705	0.0494246591	0.0615559161	-0.2278697361	-0.034782895	-0.0520578676	-0.1043638085
ENSGEXAMPLE199-rs000199	-0.118216045	0.0115810756	-0.153186111	0.2269745881	0.0185570506	-0.3950390428	0.30849942	-0.130336687	-0.1644114775	-0.0922773958	-0.170593516	-0.1542736316	-0.1922476517	-0.2298799446
ENSGEXAMPLE200-rs000200	-0.013024855	0.0728569639	-0.348615166	-0.1272981788	-0.0396025203	-0.2303153517	-0.0834885738	-0.045042608	0.1351041795	0.2045404129	0.2202291002	-0.2291034246	-0.186404932	0.1008856323
ENSGEXAMPLE201-rs000201	0.099728335	-0.2267943648	0.053503983	0.000471591	-0.128869269	0.2459736692	0.0652386787	-0.119085765	-0.0596391014	0.1989672434	-0.1638872841	-0.5372101168	-0.0016150007	-0.128441772
ENSGEXAMPLE202-rs000202	-0.303979479	-0.4122597659	-0.024694455	-0.1623749484	-0.2390112337	-0.0237959717	-0.4513288447	-0.009336912	0.0855723138	-0.1972847083	0.310898835	-0.3313161808	-0.1234749224	-0.0793730656
ENSGEXAMPLE203-rs000203	-0.043006973	0.0289231939	0.139812763	-0.0607549149	0.270319643	0.0741059486	-0.3600044518	0.209898938	-0.1420100935	0.1292405609	-0.2280240791	-0.2823674909	0.335740432	0.0103224768
ENSGEXAMPLE204-rs000204	0.063490024	0.1995905225	-0.058986274	0.2544795067	-0.0433219397	0.1072374595	0.2220177569	-0.212207791	0.2754440982	-0.0978436567	-0.150749673	0.1013711405	0.2163692078	0.0874939813
ENSGEXAMPLE205-rs000205	0.086782003	0.1714483019	-0.142684277	-0.1057453611	0.2055663495	0.1079653091	0.0001285118	-0.057581115	-0.3793403457	0.0999124474	-0.4280556278	-0.1738979087	0.2849551437	-0.1613333893
ENSGEXAMPLE206-rs000206	0.014457409	0.1034179375	0.093889536	-0.0007411782	0.1947459421	0.1024841737	-0.3569629122	-0.128412024	-0.121318388	0.2680629713	-0.0062130334	-0.0637649602	-0.4565962413	0.0680487137
ENSGEXAMPLE207-rs000207	-0.382193041	-0.4022321437	0.209111367	-0.1842361077	0.2915453356	-0.0241832383	0.1328045345	-0.057712943	0.2827733243	-0.1211900165	0.1228359855	0.3547636888	0.1228641225	0.0322659132
ENSGEXAMPLE208-rs000208	0.289964356	0.0612022003	-0.612807082	-0.1298305364	0.1824282267	0.0850720767	0.1718946378	0.198405934	0.461293812	-0.129776935	0.1560733749	-0.3400670164	0.1713477393	0.0860864026
ENSGEXAMPLE209-rs000209	0.044176215	-0.0523516169	-0.126317094	0.0875766274	0.449610559	-0.0118561504	-0.2012453888	0.192059704	-0.1397693726	0.1057561339	0.2262184963	-0.2665064168	0.0042142551	0.2764028806
ENSGEXAMPLE210-rs000210	-0.128036155	0.0795775543	-0.340883255	0.1323005687	0.2008409424	-0.4027715398	0.4950533652	-0.164970938	-0.1566788344	-0.0449163366	0.1234433412	-0.51093726	-0.0170449654	0.29879191
ENSGEXAMPLE211-rs000211	0.074199388	0.0189037361	-0.141419286	-0.0293723447	-0.0374753976	-0.4110024558	-0.113152846	0.399451544	0.1739971911	-0.1808735655	0.3177963478	0.2171277609	-0.2608493862	-0.0943931959
ENSGEXAMPLE212-rs000212	0.470004794	0.4198615114	-0.075874034	-0.0399358291	0.2425256854	-0.2786470794	0.0732317603	-0.002377677	-0.0218248988	0.0674004014	-0.2629734903	-0.0724700313	-0.3182945072	-0.1120698241
ENSGEXAMPLE213-rs000213	-0.221230796	-0.0905877749	0.10335795	-0.1661397798	-0.1592007472	0.1043254855	0.1554306429	0.006734133	0.3684852424	0.0096048397	-0.1232262224	0.1652282093	-0.0476451675	-0.3092183414
ENSGEXAMPLE214-rs000214	0.405067705	-0.0234785414	-0.297886882	-0.049439732	-0.119776844	0.0300954733	-0.1412221159	-0.226708818	-0.1385039497	-0.1295916821	-0.2219675943	0.3025893131	-0.1929773579	-0.3303879342
ENSGEXAMPLE215-rs000215	0.160221901	0.0828253879	-0.044709771	0.3670288778	0.2013201498	0.2884223611	0.432378312	0.244386228	-0.4407271508	0.5662374084	-0.0752641515	-0.1392176659	0.304617002	0.120187765
ENSGEXAMPLE216-rs000216	0.40228001	0.0663794712	0.018196685	-0.0582104415	-0.092424422	0.0058339896	0.1217849089	0.052826324	-0.0828150675	-0.0550367577	-0.1490539786	-0.4092700732	-0.0453300009	0.2294759424
ENSGEXAMPLE217-rs000217	0.377508198	0.071146212	0.151306998	0.1507349254	-0.0300886438	0.3722281659	0.0659053099	-0.16806926	-0.0995937598	-0.1001715653	-0.3976610268	-0.2289068747	0.2323594741	0.1187150275
ENSGEXAMPLE218-rs000218	0.461717731	0.0744064494	0.023667864	0.2432044667	0.2947356021	0.0129560722	0.1352419114	0.23952651	0.0993068586	-0.3061058254	0.3905817071	0.1599441738	0.1892672416	0.5518567841
ENSGEXAMPLE219-rs000219	0.354577358	-0.0942284246	0.180143986	-0.3472870796	0.2320572257	-0.0766019286	0.312347432	-0.344778677	0.2832037365	-0.2225482425	-0.036871463	0.0657661073	0.1555472722	0.017555036
ENSGEXAMPLE220-rs000220	-0.067762084	0.213675885	0.268682879	-0.1357829179	-0.0552207693	0.0703761012	-0.1774958456	0.092279858	-0.1984258132	-0.201481547	-0.0289503766	0.1984655722	-0.0242894538	-0.2529399953
ENSGEXAMPLE221-rs000221	-0.025915656	0.4969345032	-0.115237261	0.1803465643	0.3988402794	0.1146405997	-0.2804969019	0.17431015	0.1731238555	-0.3144535604	0.0910401452	0.3617109143	0.0008112889	0.1032652756
ENSGEXAMPLE222-rs000222	0.08033718	0.2219351308	-0.39661951	-0.1525773825	0.0092656583	0.0359688276	-0.1892599	0.262637882	0.4069136683	-0.143313076	-0.4466417597	0.1889081985	-0.0742500925	-0.3077248114
ENSGEXAMPLE223-rs000223	0.284823013	-0.1228226771	-0.054391175	0.0472162977	0.019980455	-0.3744389417	-0.0570881636	-0.251002975	-0.0926162076	0.1283037588	0.1900090143	0.1086116176	-0.2285638793	0.2306531956
ENSGEXAMPLE224-rs000224	0.008003647	-0.2362758746	0.063849804	-0.1169147676	-0.176090796	-0.4413352244	-0.0868119692	0.316290451	-0.0333316229	-0.0361935546	0.1832261042	0.2306994542	0.24427623	-0.0125368749
ENSGEXAMPLE225-rs000225	-0.03215637	0.2579404096	-0.094665932	0.213843445	-0.1335694434	0.2900399385	0.4296459053	0.384194494	0.030742395	-0.1847497739	0.091034033	-0.0555680471	0.0131855775	0.1006178913
ENSGEXAMPLE226-rs000226	-0.409387222	0.0390080685	0.382294297	-0.468531607	-0.0143553587	-0.2309339174	-0.3208277674	-0.095053013	-0.190111773	-0.3000526766	-0.402669475	0.0459155113	-0.0990162669	-0.1633670396
ENSGEXAMPLE227-rs000227	-0.32056332	0.364834935	-0.24134642	0.0092470115	0.0810858027	0.0723109275	-0.101194016	-0.285297492	-0.1181673957	0.0193306852	0.0896755459	-0.2764358792	-0.0879897298	0.0539628357
ENSGEXAMPLE228-rs000228	-0.106361286	-0.1093060413	-0.21356865	-0.1786955269	0.0189163254	0.1330828154	0.0813830574	-0.292667806	-0.2092640138	-0.2497937301	-0.1309475335	-0.0560620741	0.0060123091	-0.5312691032
ENSGEXAMPLE229-rs000229	0.121378384	-0.1871930487	0.267163348	0.563502702	-0.3065711533	0.6471493921	-0.2586169748	-0.164576321	0.2246856884	0.0009333411	-0.2169332314	-0.0010608965	-0.4150843234	0.3542441882
ENSGEXAMPLE230-rs000230	0.152310061	-0.3618346708	-0.044312584	-0.069064172	0.0532153179	-0.0923373896	-0.3685078876	-0.062301282	-0.0593184344	-0.0944886449	0.4236994553	0.0426742093	-0.3359639226	0.2548954959
ENSGEXAMPLE231-rs000231	0.836743082	-0.2352804779	0.498918364	0.3686873091	0.049934898	-0.0630957735	-0.0924845453	0.282022066	0.2339087118	-0.0122559982	-0.2095761391	0.1915445079	0.3686173661	-0.1467240932
ENSGEXAMPLE232-rs000232	0.143366217	-0.1249316767	0.352027994	-0.1581511983	0.1343395027	0.1384964265	0.2420026526	0.25474698	0.0626009828	0.2396042067	-0.1337414761	-0.256970052	0.2951513001	0.0249057879
