ID	B_IN	B_Mem	Plasma	CD4_ET	CD4_NC	CD4_SOX4	CD8_ET	CD8_NC	CD8_S100B	DC1	Mono_C	Mono_NC	NK	NK_R
ENSGEXAMPLE124-rs000124	-0.0850337787	-0.235057756	-0.007516789	0.41464082	0.324028706	0.396616424	0.423961648	0.3651932399	-0.159869615	0.1673456	0.1708716697	-0.125751318	0.3951704	-0.01469198
ENSGEXAMPLE125-rs000125	0.0040866532	0.223208586	-0.1132375	0.016237803	-0.065246394	0.146576484	0.121826613	-0.2396974611	0.299184189	0.3057475	-0.129589193	0.157983564	0.4107043	0.134960123
ENSGEXAMPLE126-rs000126	0.1499733077	0.254910921	0.1144117	-0.411014604	-0.207160928	0.12323545	-0.206473176	-0.0808384529	0.156254861	0.224622	0.0177035906	0.12745323	-0.1723908	-0.010694174
ENSGEXAMPLE127-rs000127	-0.2484708497	0.216806215	-0.04827927	0.010248883	-0.113155074	-0.089184343	0.068090589	-0.0314242597	-0.01970426	-0.1090946	0.0139200607	0.264187237	-0.2109902	0.347165786
ENSGEXAMPLE128-rs000128	0.0425133729	0.146088655	-0.247425	-0.493714467	0.247109296	-0.007381383	-0.133763545	-0.1142061779	0.159155795	0.3801376	-0.0534578976	-0.06545	-0.2504974	-0.217720883
ENSGEXAMPLE129-rs000129	-0.1245188752	-0.485731205	-0.1220051	-0.473580697	-0.282679576	-0.273135946	-0.331628589	0.0495036261	-0.127947379	-0.2707751	0.196082378	-0.034421085	0.2495799	-0.109292531
ENSGEXAMPLE130-rs000130	0.0038658372	0.125363913	-0.1537521	-0.019797197	0.132799196	-0.005393835	-0.453005537	-0.2590862683	-0.393979931	-0.06317122	0.0436240134	0.012231907	-0.201303	0.017012686
ENSGEXAMPLE131-rs000131	0.3406541949	-0.500388067	0.2448449	-0.166792023	0.189276345	0.251441197	0.219446226	-0.04303179	-0.413288971	0.07031704	0.1961686674	-0.073044957	0.1273075	0.18084734
ENSGEXAMPLE132-rs000132	-0.210522858	-0.260775711	0.000790493	0.032596245	-0.450907716	-0.163236318	0.151342992	0.2032708898	-0.126463076	0.1111847	-0.1954886297	-0.282767202	0.3065103	-0.310673768
ENSGEXAMPLE133-rs000133	0.1111766886	-0.45378004	0.08646444	-0.340249245	-0.309364148	0.006550862	-0.186068349	0.0656406054	-0.105784492	-0.2265493	-0.5179568443	0.347197963	0.6900419	-0.185712495
ENSGEXAMPLE134-rs000134	-0.0618642128	-0.187572814	-0.2970908	-0.292421547	0.285263475	0.033570688	-0.139653753	-0.0929916949	0.066759323	0.03578156	0.2039394548	0.262255375	-0.02108628	0.176157804
ENSGEXAMPLE135-rs000135	0.0781644885	0.021042559	0.3618963	-0.135829737	0.085867906	-0.082857194	0.524596628	0.2281976692	-0.335533535	0.1358525	-0.1456940766	-0.029499481	0.168156	-0.091281617
ENSGEXAMPLE136-rs000136	-0.0111499067	-0.007345039	0.05001719	-0.186609993	0.008524339	0.843637683	-0.039638901	0.0652090186	-0.080705094	0.1836665	0.3145508819	0.177842725	0.2789249	0.164588518
ENSGEXAMPLE137-rs000137	-0.0989292942	-0.182992295	0.2327801	-0.064482134	0.321676251	-0.025230162	-0.044587728	-0.1988718064	0.067671936	-0.3062224	-0.2048033384	-0.33319696	-0.1507538	0.0060573
ENSGEXAMPLE138-rs000138	-0.2654050087	0.104380606	-0.3911031	-0.282384961	-0.01334558	-0.381864925	0.158719916	0.1018936751	-0.132714624	0.1278316	0.1738660924	-0.050252053	0.3477489	0.308624076
ENSGEXAMPLE139-rs000139	0.0458265823	-0.269577323	-0.1445573	-0.196892307	-0.256986509	0.027610867	0.206684674	-0.3094778063	0.058126198	-0.3491838	-0.1830779996	-0.281693108	0.2506828	-0.296226475
ENSGEXAMPLE140-rs000140	0.2021021128	-0.287798213	0.08755624	-0.021278108	0.071736495	-0.425569359	-0.064089716	0.2472436735	-0.178028891	0.3541032	-0.3921511091	-0.057893554	-0.1068969	-0.17573671
ENSGEXAMPLE141-rs000141	0.0912843373	-0.008694044	-0.1591513	0.335549813	0.15042265	-0.1502261	-0.092044965	0.0202750354	-0.03477603	-0.01733535	-0.1215921248	0.392991721	0.02861018	-0.294276959
ENSGEXAMPLE142-rs000142	-0.3475248954	0.088173985	-0.16312	0.117256414	0.280863408	0.356051001	-0.080544142	0.0512611365	-0.306532993	0.0253764	0.3271285274	-0.500988508	-0.1292139	0.192750898
ENSGEXAMPLE143-rs000143	0.0665803562	0.137747065	0.5643563	0.167934447	0.169543181	-0.135380378	-0.063692771	0.3302259042	0.325087638	0.4103611	-0.0728200231	0.073507164	-0.4189507	-0.136923962
ENSGEXAMPLE144-rs000144	0.2202187469	-0.208154209	-0.2651086	0.13267111	0.142274931	-0.247731247	-0.115202673	-0.2420634303	0.015219906	0.2746459	-0.329371885	-0.268348646	-0.1730511	0.433443282
ENSGEXAMPLE145-rs000145	-0.2566345275	0.209193124	-0.09443129	0.069363329	-0.088165943	-0.175253739	0.107840189	0.0834145992	-0.307095701	0.1571441	-0.250972595	0.436817901	0.2828427	-0.19419131
ENSGEXAMPLE146-rs000146	0.2568075924	0.385461149	0.1410616	-0.038304207	-0.29687324	-0.075767673	-0.062462264	0.00614455	-0.063175715	-0.2481445	-0.1505676146	0.033458462	-0.2690878	-0.578854973
ENSGEXAMPLE147-rs000147	0.181915247	0.00668407	0.1066537	-0.109474629	0.037358293	0.203688393	-0.067943712	0.0585394489	-0.03302162	-0.3777282	-0.2511950472	-0.078110027	-0.1952083	-0.294450815
ENSGEXAMPLE148-rs000148	0.4069734985	-0.560219395	0.05666153	0.140121004	0.116086658	-0.085609719	-0.092264719	0.2872478589	-0.113293311	-0.101512	-0.1975862527	0.146170632	-0.007139656	0.089130923
ENSGEXAMPLE149-rs000149	0.0598467306	0.009868523	0.2987014	0.165232898	0.18947623	-0.148126932	0.532271223	0.0474068034	0.09167069	0.2928917	0.1549010297	-0.145323862	-0.05994264	-0.043999546
ENSGEXAMPLE150-rs000150	0.3410369767	0.218092711	-0.1762668	0.1100832	0.024949687	-0.321386825	0.388181834	-0.0806669347	-0.455098293	0.02851895	0.1462857885	0.155515461	0.1920344	0.109604811
ENSGEXAMPLE151-rs000151	0.3184097414	0.06941458	0.06450546	0.034556009	0.152136109	0.242526089	-0.112070179	0.2510297073	-0.024302295	0.02333362	-0.1451597329	0.497143445	-0.007952283	-0.134955653
ENSGEXAMPLE152-rs000152	0.1565132188	0.284347867	0.1098427	-0.157229124	-0.356641902	-0.108543017	-0.316734102	0.1809274311	-0.054214076	0.1037779	0.1790980447	-0.541821667	0.09664138	-0.0559237
ENSGEXAMPLE153-rs000153	0.3241861347	-0.323745057	0.09063938	-0.295419057	-0.016991672	0.064785277	-0.109347356	-0.0210533517	-0.237603901	0.4583219	-0.0180968448	0.160451706	0.1488883	-0.147084586
ENSGEXAMPLE154-rs000154	-0.2893717195	0.033724186	-0.3769627	-0.203853379	0.530764361	-0.336812223	0.245936245	0.2086704525	-0.012374999	-0.03282822	-0.5177974344	-0.34745165	0.4312295	-0.175432
ENSGEXAMPLE155-rs000155	-0.0573524443	0.154913066	-0.336884	0.107574552	0.108372007	0.221731968	-0.111806593	-0.0537276421	-0.104714084	0.07257246	0.176209661	-0.003927178	0.2853526	-0.368790213
ENSGEXAMPLE156-rs000156	0.0785815693	0.129377654	0.1019682	-0.124328742	-0.068008608	-0.312509997	-0.20817827	-0.182381443	-0.079347531	-0.01395633	0.424464189	0.07986481	0.2154523	0.378428544
ENSGEXAMPLE157-rs000157	-0.0632261837	-0.190251796	0.04342786	-0.363725631	-0.214670715	0.067493077	-0.010210656	0.0293096325	-0.070345157	-0.2402155	0.0167619189	0.276480602	-0.1600273	0.093695567
ENSGEXAMPLE158-rs000158	0.1542564531	0.392874267	-0.300651	-0.238631457	-0.395370047	0.07695197	-0.155647915	0.0564112567	-0.116635658	-0.186973	-0.0793315531	-0.264765728	-0.1794896	-0.158607721
ENSGEXAMPLE159-rs000159	-0.1541841466	-0.087315417	0.1837643	-0.067531038	-0.154587799	0.067834605	-0.3243922	0.1382409069	0.513444046	-0.02340479	-0.196581342	0.035574601	-0.06696213	0.22218796
ENSGEXAMPLE160-rs000160	-0.4185268478	-0.36336765	-0.09514368	-0.330685923	-0.088244849	0.006481213	-0.195988871	-0.0005847917	-0.255621	0.1661368	-0.0209631881	-0.370765245	0.1287471	-0.173276768
ENSGEXAMPLE161-rs000161	0.1645351647	0.054943947	-0.1771823	0.163734303	0.23041863	0.218092994	0.115370447	-0.0749073163	-0.16767957	0.1614627	0.0008940713	-0.128520915	0.4399104	0.502407134
ENSGEXAMPLE162-rs000162	0.0557201992	0.162015851	-0.1415466	-0.127521553	-0.174922877	-0.233031053	-0.057178407	-0.0796431672	0.416649563	0.164327	-0.1765864922	0.001084196	-0.2099135	0.127374189
ENSGEXAMPLE163-rs000163	0.2996243199	0.253978566	0.1007426	0.183143443	-0.130135823	-0.230578986	0.413925862	-0.1218903807	0.591812097	0.06005335	0.3486751688	-0.045060435	0.3503889	0.022000547
ENSGEXAMPLE164-rs000164	0.3768717532	-0.418122826	0.144306	0.059210256	0.099703323	0.06511512	0.185454988	0.6981283359	0.038545814	-0.0971986	-0.0337274718	0.343902086	-0.2478728	-0.026677326
ENSGEXAMPLE165-rs000165	0.2388277073	-0.477501052	-0.2123033	-0.187565292	0.027035328	-0.086225071	0.268840053	0.0525356586	0.257021308	0.5181209	-0.0857173182	0.20241894	-0.2119411	-0.099119364
ENSGEXAMPLE166-rs000166	-0.5354187648	0.568483477	0.2807293	0.21411252	0.011447652	0.186878077	0.216475607	0.0165520529	0.228860016	-0.0714372	0.3395645255	0.032063115	0.2168928	0.06757696
ENSGEXAMPLE167-rs000167	0.1493967405	0.243479341	0.1750958	-0.201672874	0.376980058	-0.043144647	-0.048141487	-0.075722214	-0.162672129	-0.03393397	-0.5522470816	0.006350479	-0.2314355	-0.007412577
ENSGEXAMPLE168-rs000168	0.4912131651	0.235390977	0.2042936	-0.02552475	-0.101661497	0.310468482	-0.051640465	0.2051857603	-0.253942454	-0.1319727	0.5722294385	0.060689411	-0.2554052	0.084799155
ENSGEXAMPLE169-rs000169	0.1886114853	0.349303752	-0.2552484	0.034750428	-0.193239211	0.006949671	0.098338853	-0.145893094	0.520485402	0.04255863	0.0547194681	-0.305039807	0.159173	0.049673327
ENSGEXAMPLE170-rs000170	0.0168691049	0.163063932	-0.1251429	0.036207613	0.108405615	-0.146484581	-0.012226569	-0.7608627623	0.151062447	-0.01382129	-0.0857730288	0.105015503	0.2923253	0.033843239
ENSGEXAMPLE171-rs000171	0.0591090839	-0.072541581	0.1431615	-0.201603965	-0.095278708	-0.444852165	-0.032247344	0.3058494144	-0.052147392	-0.1658786	-0.1249383943	-0.163675311	-0.0553821	0.434373385
ENSGEXAMPLE172-rs000172	0.0501657718	0.164605404	0.03147118	0.037889066	-0.190539088	0.023025085	-0.054989731	0.2374625584	-0.131455841	0.1538601	-0.0967245681	-0.301144641	0.3322235	-0.126051909
ENSGEXAMPLE173-rs000173	-0.0099814316	0.177925067	0.4101939	0.10399784	0.161087581	0.137405458	-0.089740494	-0.0408711678	-0.092888919	-0.07996245	-0.1362559848	0.251891008	0.04492747	-0.01432957
ENSGEXAMPLE174-rs000174	-0.0867929205	0.018298186	0.3287301	0.101658294	-0.010365089	0.17600748	0.010771222	-0.1675964495	-0.083904006	-0.2144652	-0.3924858034	-0.367770647	-0.5039447	0.010460797
ENSGEXAMPLE175-rs000175	-0.0274080683	-0.055283971	0.3134212	-0.053871035	0.131988749	0.322288074	0.04273129	0.0489293492	-0.277162061	-0.1223615	-0.2332975848	-0.128235115	0.1722069	-0.16266379
ENSGEXAMPLE176-rs000176	-0.1012650405	-0.353862454	0.106246	0.282677454	-0.359726087	0.155467667	0.212161583	-0.0419315196	0.280274612	-0.4036075	-0.1332274524	0.068180478	-0.02475526	-0.225113466
ENSGEXAMPLE177-rs000177	0.1149446825	-0.236043844	-0.0286542	-0.163595818	0.052190294	0.423451451	-0.051458004	-0.485515279	0.023293503	0.09054499	0.1011579844	0.04119107	-0.4352984	0.012809726
ENSGEXAMPLE178-rs000178	0.1044984375	-0.121246479	-0.2477325	-0.19848758	0.171803204	0.406711806	0.009998489	0.0251381674	-0.215402189	-0.1343018	0.1109230175	-0.117475508	0.0633149	-0.227692823
ENSGEXAMPLE179-rs000179	0.2095802776	0.175152621	0.1707062	-0.174208815	-0.193435966	-0.052864573	-0.135455224	0.1297592528	0.138305823	-0.06334014	0.2076325922	-0.250333099	0.1123769	-0.107234193
ENSGEXAMPLE180-rs000180	-0.0372213166	0.134437364	-0.03355024	0.285511092	-0.201663201	0.077285267	0.217846653	0.2153203589	-0.189101401	0.4191779	-0.2519902375	0.459867417	-0.03469044	0.480399611
ENSGEXAMPLE181-rs000181	-0.2380931942	-0.1367304	0.2847357	-0.22993528	-0.256208862	0.071440298	-0.275512602	-0.3264401027	-0.158528574	-0.1529842	0.142195602	-0.199938109	0.2391277	-0.10828626
ENSGEXAMPLE182-rs000182	-0.1483135034	-0.052522536	0.1160723	-0.07766817	-0.146380593	0.031065324	0.040665582	-0.1757129357	0.20623546	-0.01578456	0.1005006428	-0.362574034	-0.089685	-0.198171972
ENSGEXAMPLE183-rs000183	0.1450388711	-0.09036337	-0.2386275	-0.079634296	-0.136155202	-0.179394576	0.01780633	0.0112770266	0.034511544	0.2795359	-0.1381821799	0.034874662	-0.3062642	-0.101569807
ENSGEXAMPLE184-rs000184	0.0171847994	0.112961621	-0.1794733	0.113638498	0.157653101	-0.036860081	-0.349152093	0.0694967551	0.139620818	0.09454628	-0.2463860427	-0.207646939	-0.02111664	-0.142822237
ENSGEXAMPLE185-rs000185	0.1409679727	-0.478285908	-0.3423818	0.004888549	-0.066882041	0.019709511	0.17735202	0.0906296012	0.281758526	0.3229694	0.1169058856	0.311299672	-0.1215287	0.265576266
ENSGEXAMPLE186-rs000186	-0.1457151683	0.19906555	-0.07614714	-0.141753733	-0.104382165	-0.123545549	-0.177888035	0.1023118171	-0.276112814	-0.06991396	0.315453007	0.261681114	-0.01238824	-0.056832264
ENSGEXAMPLE187-rs000187	0.1107804647	-0.192092972	-0.3511509	0.114643007	0.123537597	-0.635373717	0.363513814	-0.1122820931	-0.064162842	0.2318669	-0.1469445982	-0.049548084	0.06373799	-0.302027001
ENSGEXAMPLE188-rs000188	-0.204359851	-0.174925085	-0.1693954	0.16347249	0.259975192	-0.212414468	-0.237903912	0.0302446588	-0.201457129	-0.1832936	-0.2924323519	0.053379666	0.1097076	-0.050562816
ENSGEXAMPLE189-rs000189	-0.0283094318	-0.138175468	-0.5462538	0.020447086	0.060244429	-0.103840915	-0.375136533	-0.1283045115	-0.104026043	-0.03597576	-0.1313026332	-0.267784501	-0.3853724	-0.036504471
ENSGEXAMPLE190-rs000190	0.1916993424	-0.443694543	0.07262724	0.017671064	-0.01233546	0.019394537	0.12736949	0.0466733307	-0.119555601	-0.2501487	-0.0237109852	0.092402243	0.03619624	0.061768459
ENSGEXAMPLE191-rs000191	0.199103795	-0.063164402	0.418985	-0.197501015	0.128682941	-0.140520254	-0.304616382	-0.5979592848	-0.27977347	-0.003618356	-0.5537477814	0.04755376	0.02100442	-0.018948756
ENSGEXAMPLE192-rs000192	0.1072550821	0.062632195	0.3923306	0.245576337	0.289307582	-0.126549533	0.023979264	0.0042920652	-0.032449034	-0.0214465	0.3264473572	-0.13446721	-0.1995964	0.295312134
ENSGEXAMPLE193-rs000193	0.2042452748	0.072218354	-0.1777438	0.291776102	0.266238567	0.284857263	0.089169136	0.0005152476	0.133256016	0.1434748	0.06054539	-0.378216049	-0.01014196	-0.011802133
ENSGEXAMPLE194-rs000194	-0.1388099853	0.347531489	-0.1470819	0.0610841	-0.538522606	-0.172044738	-0.155798198	0.0776183866	-0.008722454	-0.02235829	0.2852546156	0.329602496	-0.07551201	-0.115661653
ENSGEXAMPLE195-rs000195	-0.0491708522	0.208540837	-0.06775615	-0.139853981	-0.326029582	0.480571786	-0.082035512	-0.390994239	0.210882436	-0.08023504	-0.1109672009	-0.011877175	0.001198424	0.050804886
ENSGEXAMPLE196-rs000196	0.0844037811	-0.112420945	0.1162093	0.017367109	-0.168216625	0.502726217	0.455113055	0.210683508	0.477238509	0.07678549	0.1627906757	-0.3599951	-0.3633658	0.44223507
ENSGEXAMPLE197-rs000197	-0.1276857107	0.090829242	-0.1196125	-0.302193607	0.259820396	0.039178887	-0.302860946	0.0573202147	0.088831376	0.065884	-0.3026463785	-0.300930186	0.08134819	-0.307348961
ENSGEXAMPLE198-rs000198	0.1451701947	-0.400104	-0.1575094	0.175554306	-0.298767304	-0.063241243	-0.325626781	0.0541418052	0.132425231	0.09452519	-0.3370365721	-0.208702278	-0.1953472	-0.103097453
ENSGEXAMPLE199-rs000199	0.0014025832	-0.235560318	-0.1162054	-0.13190908	-0.462950597	-0.232068385	0.12593625	-0.2674538484	-0.191953708	0.1391088	-0.1359027433	0.242213685	-0.3692378	-0.125721652
ENSGEXAMPLE200-rs000200	-0.1153891987	-0.182671289	-0.1475018	-0.016099922	-0.001002641	-0.008783953	0.01185543	-0.0635421575	0.057757954	0.1434942	0.0705010661	-0.301880177	0.09535019	0.287901467
ENSGEXAMPLE201-rs000201	-0.2042970729	0.055978086	0.09430077	-0.189732559	0.076507977	0.142411578	-0.01707527	-0.1694477175	-0.132058555	0.1785119	-0.1693373362	-0.416403408	0.2246281	-0.192083658
ENSGEXAMPLE202-rs000202	-0.1550115509	-0.426015263	-0.09717067	0.027506675	-0.133340643	-0.16066313	-0.115483484	-0.0977275921	0.036161863	-0.262156	0.3310509252	-0.453069446	-0.2724488	-0.436324926
ENSGEXAMPLE203-rs000203	-0.1954652164	-0.015603627	-0.2448063	-0.416695515	-0.190691815	-0.069713459	-0.372472092	0.5228509926	-0.080224473	-0.05195272	-0.4539724072	-0.136018244	-0.06833147	-0.379469554
ENSGEXAMPLE204-rs000204	0.1177537718	-0.22589094	-0.07095703	0.019470926	0.007674746	-0.139725279	-0.057141156	-0.0603923152	0.441244088	-0.4872048	-0.1205543407	-0.122174682	0.164241	0.25741271
ENSGEXAMPLE205-rs000205	-0.0483877845	-0.197087598	-0.1543054	-0.089115914	0.279126421	-0.080159106	-0.153712983	-0.038084896	-0.470715259	0.1515319	-0.3790433883	-0.32586733	0.01051082	-0.194829579
ENSGEXAMPLE206-rs000206	0.1816782816	0.126724562	-0.2525686	0.071315477	0.143250781	-0.055773215	-0.322511741	-0.5290538917	-0.316320967	0.3080547	-0.2677753303	-0.316737658	-0.2879875	0.025774076
ENSGEXAMPLE207-rs000207	-0.3143942852	-0.312065986	0.1103334	-0.046996271	0.078912723	0.00962651	0.087265991	-0.0235306751	0.182283951	-0.05636684	0.0098702775	0.183858686	0.1729831	-0.161644244
ENSGEXAMPLE208-rs000208	0.1920685164	0.009884125	-0.5202554	0.019643857	0.117776604	-0.014797015	-0.022505874	0.1568337853	0.128706302	0.04287797	-0.2125393685	-0.313073405	0.1816649	0.02835358
ENSGEXAMPLE209-rs000209	0.0506485907	0.086197468	-0.1533504	0.103136896	0.152329276	0.109165413	-0.408178398	0.2171921609	-0.121525366	0.02366105	0.0101251116	-0.48702332	-0.09144431	0.113702725
ENSGEXAMPLE210-rs000210	-0.2498953944	0.074255576	-0.09016517	0.141710764	0.229717272	-0.26329843	0.304310016	-0.2802661176	-0.293947253	-0.3076427	0.197830355	-0.431992832	0.1171303	0.417425283
ENSGEXAMPLE211-rs000211	-0.0716391051	0.085982765	-0.1681405	-0.277802929	0.03021292	-0.553772518	-0.147115641	0.2228228898	0.466344959	-0.1583029	0.0264787548	-0.097635859	-0.1774814	-0.113158361
ENSGEXAMPLE212-rs000212	0.6369323019	0.007864973	-0.08961517	-0.280252674	0.01114206	0.018790323	0.258767705	-0.1020043402	0.120793417	-0.1375337	0.0148184473	-0.143056428	-0.3893879	0.305244888
ENSGEXAMPLE213-rs000213	0.0136785811	-0.060389354	0.005152471	0.006620173	-0.188365958	0.03295453	0.022857973	-0.1620330497	-0.033443117	-0.03895865	-0.0962759187	0.508474112	-0.2956154	-0.207924468
ENSGEXAMPLE214-rs000214	0.4320178897	0.009127538	-0.22267	-0.141980567	-0.493346327	-0.125803806	-0.169492531	-0.0734257796	-0.238976179	0.1718948	-0.33491868	0.078838745	-0.01142139	0.085181901
ENSGEXAMPLE215-rs000215	0.089909949	0.118860235	0.1454764	0.27619037	0.314891016	0.13852311	0.346814845	0.2469331976	-0.244366751	0.2869375	-0.4183292282	-0.386468101	0.007413889	-0.167387667
ENSGEXAMPLE216-rs000216	0.1786755039	0.101315813	-0.4132839	-0.293836267	0.190053883	-0.081604135	0.040135758	0.0698244384	-0.12085464	-0.01881402	0.2265128682	-0.418960675	-0.1805487	-0.063985399
ENSGEXAMPLE217-rs000217	0.5236112809	0.148936957	0.196966	0.287302542	0.131923061	0.339293358	0.193205846	0.1547289222	0.067760287	0.1777721	-0.1941544919	-0.089449686	0.1684799	0.375387749
ENSGEXAMPLE218-rs000218	0.1746129845	0.382832233	-0.1170863	-0.013297722	-0.004194709	-0.154257917	0.019919697	0.1847837704	0.131489885	-0.2896173	0.4162054019	-0.05532489	-0.04296865	0.246697494
ENSGEXAMPLE219-rs000219	0.3642149594	0.224279099	0.2361641	-0.079636653	0.263746535	0.109823696	0.219109617	-0.091546954	0.602122078	-0.1757034	0.0771756147	-0.111806091	-0.07710358	0.022445095
ENSGEXAMPLE220-rs000220	-0.0815158976	-0.202406013	0.245327	-0.193684672	-0.140602343	-0.303791979	0.047332488	0.0170753366	0.120626493	-0.133029	-0.0983254988	0.149529594	0.08081685	-0.226649656
ENSGEXAMPLE221-rs000221	0.0269791821	0.281249458	0.03842902	0.056484124	0.475860018	0.087199747	-0.022317308	0.3673426787	0.102237903	-0.1766937	-0.116300603	0.227709022	-0.04862021	-0.317075738
ENSGEXAMPLE222-rs000222	0.2076856439	0.033263581	-0.6329782	-0.301333879	-0.327217238	0.311531315	0.084050754	0.3810554474	0.345968195	3.363969e-05	-0.3635539367	-0.078791863	-0.04408502	-0.263121002
ENSGEXAMPLE223-rs000223	0.1360209951	-0.063833489	-0.06112789	0.209407457	0.239852837	-0.323390115	-0.289309186	-0.0306398929	-0.042374637	0.10119	0.2934287513	-0.15256457	0.2113366	0.206514623
ENSGEXAMPLE224-rs000224	-0.0989519507	-0.555212325	-0.09405022	-0.207848903	0.247549282	-0.374079221	-0.12988533	0.0536543854	-0.158280085	-0.1843916	0.1282148773	0.007441483	0.3056919	-0.110270106
ENSGEXAMPLE225-rs000225	-0.0064316499	0.148994377	0.2065082	0.079473724	-0.323421824	-0.1258075	0.223429232	0.1673433149	0.313100109	-0.2909176	-0.0106768353	0.324928053	-0.1122607	0.114926067
ENSGEXAMPLE226-rs000226	-0.3047399826	0.227730221	0.0217495	-0.520291215	-0.194542721	-0.374019942	0.197556414	0.1850657249	-0.288716737	-0.05562789	-0.4110974946	-0.088780733	0.04412218	0.076641578
ENSGEXAMPLE227-rs000227	-0.3723496144	0.361896142	-0.2033196	0.114326023	0.098681911	-0.057853213	-0.236314409	-0.1971025125	0.009931389	-0.1976994	-0.1313807189	-0.332874671	-0.06590544	-0.002492537
ENSGEXAMPLE228-rs000228	-0.1680322258	0.345596865	0.06618441	0.066413811	0.155177979	-0.00394157	-0.238116822	-0.586644319	0.26630201	-0.27801	-0.1327243158	-0.082490024	-0.1412585	-0.42745797
ENSGEXAMPLE229-rs000229	0.0907234195	-0.016588277	0.2270069	0.231824489	0.014016175	0.662663448	-0.13100063	0.0287902937	-0.08895236	-0.07397397	0.1374253555	0.233043351	-0.3486525	0.33588532
ENSGEXAMPLE230-rs000230	0.4958122071	-0.217270847	-0.05297108	-0.108484505	0.097737271	0.320154297	-0.03392077	0.2941765961	0.274917695	0.02439313	0.3170311055	-0.006737197	-0.1519193	0.092415881
ENSGEXAMPLE231-rs000231	0.246700946	-0.119905074	0.1481167	0.062314575	-0.237299458	-0.026295938	-0.184277402	0.34129807	-0.052731971	-0.2360875	-0.36102679	0.014567211	-0.1161243	0.037757259
ENSGEXAMPLE232-rs000232	0.133229095	-0.117292285	-0.005607631	-0.147583103	0.104034697	0.499284624	0.3966165	0.1860013306	-0.044207327	0.07641737	-0.0923300544	0.27129825	0.3366731	-0.111203851
ENSGEXAMPLE233-rs000233	0.303877026	-0.188870723	-0.3466204	0.026231644	-0.188280574	0.14508353	0.187377382	-0.2404474375	-0.195568313	-0.06489316	-0.1157450084	0.038502598	-2.535456e-05	0.15750426
ENSGEXAMPLE234-rs000234	-0.0236355317	-0.16668655	0.0880899	-0.01090333	-0.460811063	-0.182258663	-0.213206197	0.3609786534	0.244437445	0.3363649	-0.1230429671	0.183075106	-0.03907098	0.00346175
ENSGEXAMPLE235-rs000235	-0.3923701658	-0.51715459	-0.1073942	0.030273031	-0.422457912	0.159216782	0.492143449	-0.1313687857	-0.707324095	0.1918666	-0.0495419893	0.113975663	0.1400661	-0.084065666
ENSGEXAMPLE236-rs000236	-0.3980444934	0.162364458	-0.1514824	0.213189706	-0.138539453	-0.109112543	0.019750282	-0.3811897446	-0.020533642	-0.09565461	0.0159556777	0.054994961	0.3391998	-0.137307592
ENSGEXAMPLE237-rs000237	-0.154558889	-0.108151464	-0.1221829	0.098159944	-0.069603983	-0.007386351	-0.156823657	-0.1805746994	0.269885726	0.04469741	0.2496994661	-0.346442005	0.1693867	-0.165294143
ENSGEXAMPLE238-rs000238	0.0639887778	0.122220253	-0.1028637	0.510239237	0.393121036	0.274406195	0.395621065	-0.0494267154	0.120149783	0.004907475	0.0644209576	0.34261068	0.341327	0.004496411
ENSGEXAMPLE239-rs000239	-0.3397245731	-0.034151863	0.02448192	-0.217938865	-0.464449963	-0.220690305	0.147082417	-0.0004590664	0.125863126	0.4088367	0.076176825	-0.094905715	-0.1740915	0.349114982
ENSGEXAMPLE240-rs000240	-0.2080391008	0.275595408	0.04615491	-0.169887684	-0.578984868	-0.083175749	0.119056663	-0.0792269547	0.052555281	0.1201648	0.0666339836	0.193798597	0.2701797	0.225028337
